root@ubuntu-s-1vcpu-1gb-nyc1-01:~# tcpdump -i eth0 port 22
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
00:19:00.793573 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 4126503697:4126503805, ack 2999390586, win 501, length 108
00:19:01.179423 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 142980:143264, ack 73, win 501, length 284
00:19:01.179469 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 143264:143548, ack 73, win 501, length 284
00:19:01.179506 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 143548:143720, ack 73, win 501, length 172
00:19:01.180014 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 138868, win 513, length 0
00:19:01.180020 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 143720:143892, ack 73, win 501, length 172
00:19:01.180061 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 143892:144040, ack 73, win 501, length 148
00:19:01.180104 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 144040:144340, ack 73, win 501, length 300
00:19:01.180142 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 144340:144512, ack 73, win 501, length 172
00:19:01.180178 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 144512:144684, ack 73, win 501, length 172
00:19:01.180661 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 139496, win 510, length 0
00:19:01.180670 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 144684:144856, ack 73, win 501, length 172
00:19:01.180717 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 144856:145004, ack 73, win 501, length 148
00:19:01.180763 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 145004:145304, ack 73, win 501, length 300
00:19:01.189430 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 139668, win 510, length 0
00:19:01.189451 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 145304:145476, ack 73, win 501, length 172
00:19:01.192828 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 140236, win 507, length 0
00:19:01.192845 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 145476:145860, ack 73, win 501, length 384
00:19:01.192917 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 145860:146008, ack 73, win 501, length 148
00:19:01.193640 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 144684, win 513, length 0
00:19:01.193640 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 145304, win 510, length 0
00:19:01.193657 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 146008:146444, ack 73, win 501, length 436
00:19:01.193709 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 146444:146592, ack 73, win 501, length 148
00:19:01.193736 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 146592:146628, ack 73, win 501, length 36
00:19:01.193776 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 146628:146912, ack 73, win 501, length 284
00:19:01.193829 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 146912:147348, ack 73, win 501, length 436
00:19:01.193865 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 147348:147520, ack 73, win 501, length 172
00:19:01.193901 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 147520:147692, ack 73, win 501, length 172
00:19:01.193937 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 147692:147864, ack 73, win 501, length 172
00:19:01.193973 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 147864:148036, ack 73, win 501, length 172
00:19:01.194008 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 148036:148208, ack 73, win 501, length 172
00:19:01.194044 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 148208:148380, ack 73, win 501, length 172
00:19:01.194079 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 148380:148552, ack 73, win 501, length 172
00:19:01.194114 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 148552:148724, ack 73, win 501, length 172
00:19:01.194150 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 148724:148896, ack 73, win 501, length 172
00:19:01.194191 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 148896:149068, ack 73, win 501, length 172
00:19:01.194229 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 149068:149240, ack 73, win 501, length 172
00:19:01.194264 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 149240:149412, ack 73, win 501, length 172
00:19:01.194300 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 149412:149584, ack 73, win 501, length 172
00:19:01.194337 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 149584:149756, ack 73, win 501, length 172
00:19:01.194372 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 149756:149928, ack 73, win 501, length 172
00:19:01.194407 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 149928:150100, ack 73, win 501, length 172
00:19:01.194443 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 150100:150272, ack 73, win 501, length 172
00:19:01.194478 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 150272:150444, ack 73, win 501, length 172
00:19:01.194514 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 150444:150616, ack 73, win 501, length 172
00:19:01.194549 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 150616:150788, ack 73, win 501, length 172
00:19:01.199405 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [P.], seq 73:109, ack 145304, win 510, length 36
00:19:01.205153 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 145860, win 508, length 0
00:19:01.205178 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 150788:151124, ack 109, win 501, length 336
00:19:01.205291 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 151124:151408, ack 109, win 501, length 284
00:19:01.205339 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 151408:151580, ack 109, win 501, length 172
00:19:01.206343 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 146444, win 513, length 0
00:19:01.206350 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 151580:151752, ack 109, win 501, length 172
00:19:01.206407 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 151752:152036, ack 109, win 501, length 284
00:19:01.207358 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 149240, win 513, length 0
00:19:01.207370 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 152036:152208, ack 109, win 501, length 172
00:19:01.207422 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 152208:152492, ack 109, win 501, length 284
00:19:01.207461 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 152492:152664, ack 109, win 501, length 172
00:19:01.207498 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 152664:152836, ack 109, win 501, length 172
00:19:01.207534 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 152836:153008, ack 109, win 501, length 172
00:19:01.207571 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 153008:153180, ack 109, win 501, length 172
00:19:01.207606 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 153180:153352, ack 109, win 501, length 172
00:19:01.207642 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 153352:153524, ack 109, win 501, length 172
00:19:01.207678 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 153524:153696, ack 109, win 501, length 172
00:19:01.207714 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 153696:153868, ack 109, win 501, length 172
00:19:01.207750 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 153868:154040, ack 109, win 501, length 172
00:19:01.207785 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 154040:154212, ack 109, win 501, length 172
00:19:01.207821 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 154212:154384, ack 109, win 501, length 172
00:19:01.207857 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 154384:154556, ack 109, win 501, length 172
00:19:01.207893 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 154556:154728, ack 109, win 501, length 172
00:19:01.208203 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 150788, win 513, length 0
00:19:01.208211 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 154728:154900, ack 109, win 501, length 172
00:19:01.208260 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 154900:155184, ack 109, win 501, length 284
00:19:01.208297 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 155184:155356, ack 109, win 501, length 172
00:19:01.208342 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 155356:155528, ack 109, win 501, length 172
00:19:01.208396 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 155528:155700, ack 109, win 501, length 172
00:19:01.208433 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 155700:155872, ack 109, win 501, length 172
00:19:01.208472 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 155872:156044, ack 109, win 501, length 172
00:19:01.208512 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 156044:156216, ack 109, win 501, length 172
00:19:01.208549 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 156216:156388, ack 109, win 501, length 172
00:19:01.218314 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 151580, win 510, length 0
00:19:01.218339 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 156388:156560, ack 109, win 501, length 172
00:19:01.218452 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 156560:156844, ack 109, win 501, length 284
00:19:01.218502 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 156844:157016, ack 109, win 501, length 172
00:19:01.218544 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 157016:157188, ack 109, win 501, length 172
00:19:01.218678 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 151752, win 509, length 0
00:19:01.218685 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 157188:157360, ack 109, win 501, length 172
00:19:01.222321 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 152492, win 513, length 0
00:19:01.222345 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 157360:157644, ack 109, win 501, length 284
00:19:01.222417 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 157644:157928, ack 109, win 501, length 284
00:19:01.222458 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 157928:158100, ack 109, win 501, length 172
00:19:01.223627 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 156388, win 513, length 0
00:19:01.223643 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 158100:158272, ack 109, win 501, length 172
00:19:01.223701 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 158272:158556, ack 109, win 501, length 284
00:19:01.223741 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 158556:158728, ack 109, win 501, length 172
00:19:01.223778 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 158728:158900, ack 109, win 501, length 172
00:19:01.223814 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 158900:159072, ack 109, win 501, length 172
00:19:01.223850 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 159072:159244, ack 109, win 501, length 172
00:19:01.223886 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 159244:159416, ack 109, win 501, length 172
00:19:01.223940 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 159416:159588, ack 109, win 501, length 172
00:19:01.223982 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 159588:159760, ack 109, win 501, length 172
00:19:01.224018 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 159760:159932, ack 109, win 501, length 172
00:19:01.224054 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 159932:160104, ack 109, win 501, length 172
00:19:01.224092 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 160104:160276, ack 109, win 501, length 172
00:19:01.224129 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 160276:160448, ack 109, win 501, length 172
00:19:01.224168 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 160448:160620, ack 109, win 501, length 172
00:19:01.224205 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 160620:160792, ack 109, win 501, length 172
00:19:01.224241 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 160792:160964, ack 109, win 501, length 172
00:19:01.224277 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 160964:161136, ack 109, win 501, length 172
00:19:01.224312 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 161136:161308, ack 109, win 501, length 172
00:19:01.224368 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 161308:161480, ack 109, win 501, length 172
00:19:01.224416 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 161480:161652, ack 109, win 501, length 172
00:19:01.224455 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 161652:161824, ack 109, win 501, length 172
00:19:01.224491 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 161824:161996, ack 109, win 501, length 172
00:19:01.231299 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 156560, win 512, length 0
00:19:01.231320 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 161996:162168, ack 109, win 501, length 172
00:19:01.231601 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157188, win 510, length 0
00:19:01.231611 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 162168:162452, ack 109, win 501, length 284
00:19:01.231688 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 162452:162736, ack 109, win 501, length 284
00:19:01.231742 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 162736:162908, ack 109, win 501, length 172
00:19:01.232372 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, length 0
00:19:01.232387 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 162908:163080, ack 109, win 501, length 172
00:19:01.235783 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:157928}], length 0
00:19:01.235803 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 163080:163364, ack 109, win 501, length 284
00:19:01.236758 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:158100}], length 0
00:19:01.236774 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 163364:163688, ack 109, win 501, length 324
00:19:01.237619 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:158272}], length 0
00:19:01.237646 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 157360:157644, ack 109, win 501, length 284
00:19:01.237671 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:158556}], length 0
00:19:01.237671 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:159588}], length 0
00:19:01.237678 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 163688:164048, ack 109, win 501, length 360
00:19:01.237811 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 164048:164820, ack 109, win 501, length 772
00:19:01.237868 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 164820:164992, ack 109, win 501, length 172
00:19:01.237925 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 164992:165164, ack 109, win 501, length 172
00:19:01.237978 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 165164:165336, ack 109, win 501, length 172
00:19:01.239252 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:161996}], length 0
00:19:01.239278 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 165336:165508, ack 109, win 501, length 172
00:19:01.239375 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 165508:165832, ack 109, win 501, length 324
00:19:01.239444 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 165832:166004, ack 109, win 501, length 172
00:19:01.239501 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 166004:166176, ack 109, win 501, length 172
00:19:01.239549 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 166176:166348, ack 109, win 501, length 172
00:19:01.239597 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 166348:166520, ack 109, win 501, length 172
00:19:01.239642 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 166520:166692, ack 109, win 501, length 172
00:19:01.239687 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 166692:166864, ack 109, win 501, length 172
00:19:01.245026 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:162168}], length 0
00:19:01.245026 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:162452}], length 0
00:19:01.245026 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:162736}], length 0
00:19:01.245047 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 166864:167036, ack 109, win 501, length 172
00:19:01.245180 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 167036:167672, ack 109, win 501, length 636
00:19:01.245493 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:162908}], length 0
00:19:01.245500 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 167672:167844, ack 109, win 501, length 172
00:19:01.246629 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:163080}], length 0
00:19:01.246641 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 167844:168204, ack 109, win 501, length 360
00:19:01.248938 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:163364}], length 0
00:19:01.248953 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 168204:168600, ack 109, win 501, length 396
00:19:01.250187 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 157360, win 509, options [nop,nop,sack 1 {157644:163688}], length 0
00:19:01.250203 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 168600:169032, ack 109, win 501, length 432
00:19:01.251219 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 163688, win 513, length 0
00:19:01.251219 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 164992, win 508, length 0
00:19:01.251219 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 165336, win 513, length 0
00:19:01.251238 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 169032:169464, ack 109, win 501, length 432
00:19:01.251300 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 169464:169612, ack 109, win 501, length 148
00:19:01.251356 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 169612:170008, ack 109, win 501, length 396
00:19:01.251403 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 170008:170316, ack 109, win 501, length 308
00:19:01.251440 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 170316:170488, ack 109, win 501, length 172
00:19:01.251476 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 170488:170660, ack 109, win 501, length 172
00:19:01.251512 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 170660:170832, ack 109, win 501, length 172
00:19:01.253522 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 165508, win 512, length 0
00:19:01.253522 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 166864, win 513, length 0
00:19:01.253529 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 170832:171004, ack 109, win 501, length 172
00:19:01.253590 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 171004:171400, ack 109, win 501, length 396
